Євдокименко Єлисей Богуславович
Євдокименко Анастасія Давидівна
Євдокименко Одарка Едуардівна
Євтушенко Єлисавета Лесівна
Євтушенко Антон Степанович
Євтушенко Валерій Леонтійович
Євтушенко Емілія Валентинівна
Євтушенко Леон Орестович
Євтушок Борис Венедиктович
Євтушок Марʼяна Ігорівна
Євтушок Орися Михайлівна
Ємельяненко Ірена Демʼянівна
Ємельяненко Анастасія Данилівна
Ємельяненко Йосип Лукʼянович
Ємельяненко Олег Лукʼянович
Ємельяненко Орися Алевтинівна
Ємельяненко Стефан Андрійович
Ємець Аліна Трохимівна
Ємець Тетяна Стефанівна
Єременко Варфоломій Лукʼянович
Єременко Емілія Ярославівна
Єременко Ліза Марківна
Єременко Одарка Назарівна
Єременко Орина Болеславівна
Єременко Феофан Геннадійович
Єременко Христина Леонідівна
Єресько Едуард Миколайович
Єресько Мілена Максимівна
Єресько Розалія Теодорівна
Єресько Тереза Ігнатівна
Єрмоленко Богодар Опанасович
Єрмоленко Златослава Тарасівна
Єрмоленко Наталія Орхипівна
Єрмоленко Соломія Лукʼянівна
Єрченко Любов Азарівна
Єрченко Соломія Миколаївна
Єрьоменко Ірена Омелянівна
Єрьоменко Аркадій Максимович
Єрьоменко Вікторія Несторівна
Єрьоменко Демид Данилович
Єрьоменко Роксолана Вадимівна
Єрьоменко Тетяна Аврелійовна
Єфименко Віра Максимівна
Єфименко Давид Русланович
Єщенко Єфрем Пантелеймонович
Єщенко Еріка Аркадіївна
Єщенко Зорян Опанасович
Єщенко Лілія Леопольдівна
Єщенко Сніжана Амвросійовна
Єщенко Тереза Марківна
Іваненко Дарина Миколаївна
Іваненко Розалія Арсенівна
Іваничук Данна Германівна
Іваничук Данна Захарівна
Іваничук Еріка Богуславівна
Іваничук Максим Олегович
Іваничук Ольга Антонівна
Іванченко Єлисавета Степанівна
Іванченко Ігор Данилович
Іванченко Ірена Устимівна
Іванченко Антон Альбертович
Іванченко Богдан Павлович
Іванченко Василь Орестович
Іванченко Симон Єфремович
Івасюк Венедикт Богодарович
Івасюк Орися Ааронівна
Івасюк Ростислав Устимович
Іващенко Єфрем Гаврилович
Іващенко Наталія Вадимівна
Іващенко Олександр Адамович
Іващенко Святослав Дмитрович
Ільченко Алла Демʼянівна
Ільченко Йосип Геннадійович
Ільченко Тимофій Микитович
Ільєнко Аліна Васильівна
Ільєнко Надія Соломонівна
Ірванець Амвросій Артемович
Ірванець Венедикт Васильович
Ірванець Дарина Юхимівна
Ірванець Михайло Семенович
Ірванець Орися Амвросійовна
Ірванець Франц Михайлович
Ісаєвич Дан Аврелійович
Ісаєвич Марко Максимович
Ісаєнко Йосип Симонович
Ісаєнко Орина Аврелійовна
Іщак Віктор Микитович
Іщак Людмила Ростиславівна
Іщенко Маруся Лукʼянівна
Іщенко Маруся Миронівна
Іщенко Омелян Єфремович
Іщенко Тарас Адамович
Їжак Василина Степанівна
Їжак Тереза Геннадіївна
Їжакевич Ірена Лесівна
Їжакевич Едита Романівна
Їжакевич Тетяна Владиславівна
Їжакевич Феофан Омелянович
Абрагамовська Аніта Аркадіївна
Абрагамовський Зиновій Леопольдович
Абрагамовський Леопольд Григорійович
Абрагамовський Феофан Яремович
Абрагамовський Яків Глібович
Абраменко Олександр Панасович
Абраменко Орина Демʼянівна
Абраменко Соломон Русланович
Абрамчук Ілля Остапович
Авдєєнко Вікторія Амвросійовна
Авдєєнко Демʼян Леонтійович
Авдєєнко Лілія Алевтинівна
Авдєєнко Михайлина Спасівна
Авдєєнко Назар Ігнатович
Авдєєнко Олена Костянтинівна
Авдєєнко Святослава Прохорівна
Аверченко Еріка Прохорівна
Авраменко Альбіна Вʼячеславівна
Аврамчук Аврелій Васильович
Аврамчук Ада Аврелійовна
Аврамчук Мілена Максимівна
Адаменко Аврелій Зиновійович
Адаменко Вадим Демʼянович
Адаменко Лілія Євгенівна
Адаменко Максим Богодарович
Адамчук Геннадій Хомович
Адамчук Зиновій Лукʼянович
Адамчук Лукʼян Семенович
Адамчук Пріска Юхимівна
Ажажа Макар Вʼячеславович
Ажажа Олег Вадимович
Ажажа Теодор Богодарович
Ажажа Юхим Климентович
Ажажа Ярослава Данилівна
Акименко Альбіна Антонівна
Акименко Вікторія Павлівна
Акименко Леонід Йосипович
Акименко Наталія Марківна
Акуленко Аніта Юхимівна
Акуленко Аркадій Лукʼянович
Акуленко Варвара Тарасівна
Акуленко Варфоломій Орхипович
