0,127,211
0,195,23
0,213,58
0,251,56
0,31,122
0,6,188
0,73,30
0,90,65
0,96,165
1,109,128
1,141,38
1,159,252
1,16,22
1,192,251
1,193,53
1,237,65
1,89,16
10,176,152
10,202,206
10,209,150
10,228,179
10,231,234
10,33,173
10,60,71
10,71,121
10,95,44
100,1,230
100,112,40
100,138,53
100,151,121
100,215,251
100,254,134
100,68,90
101,150,70
101,164,181
101,169,78
101,236,169
101,250,139
101,54,143
101,71,247
101,87,12
101,89,114
102,166,66
102,173,118
102,203,118
102,251,216
102,49,15
102,63,35
102,87,157
103,216,83
103,36,87
104,112,137
104,127,219
104,156,111
104,188,208
104,194,251
104,196,121
104,206,152
104,211,51
104,223,6
104,250,162
104,43,154
104,73,143
105,149,220
105,169,148
105,200,96
105,211,38
106,12,193
106,121,17
106,147,177
106,174,222
106,212,107
106,215,115
106,239,203
106,28,7
106,33,100
106,45,101
106,56,136
106,84,163
107,133,241
107,192,195
107,208,172
107,245,48
107,246,157
107,255,178
107,39,69
107,47,230
107,55,205
107,65,186
107,72,159
107,73,153
107,94,236
108,135,238
108,167,235
108,229,211
108,251,165
108,255,248
108,34,133
108,40,143
108,89,11
109,145,90
109,2,192
109,205,227
109,67,72
11,100,210
11,102,22
11,19,165
11,199,189
11,217,51
11,222,168
11,25,170
11,55,224
110,200,97
110,212,122
110,244,99
110,37,254
110,56,126
111,114,166
111,159,106
111,183,186
111,195,51
111,56,30
111,58,50
111,87,9
112,102,120
112,108,137
112,163,178
112,176,187
112,18,156
112,200,36
112,220,48
112,243,227
112,25,105
112,90,1
113,104,38
113,166,107
113,191,66
113,196,144
113,2,165
113,243,90
113,69,116
113,70,116
113,96,218
114,107,237
114,122,171
114,193,59
114,232,79
114,28,132
114,34,180
114,43,118
114,88,37
114,96,153
114,98,226
115,16,232
115,226,137
115,49,254
116,132,187
116,135,148
116,137,0
116,144,69
116,147,13
116,147,25
116,187,7
116,196,121
116,233,166
116,237,153
116,241,145
116,32,196
116,99,233
117,202,13
117,204,124
117,224,213
117,235,153
117,55,236
117,64,152
117,85,182
118,116,242
118,178,252
118,212,87
118,55,250
119,12,21
119,134,160
119,148,122
119,161,68
119,161,79
119,198,113
119,245,187
12,102,208
12,118,124
12,174,192
12,197,110
12,199,211
12,231,213
12,94,209
120,146,37
120,184,255
120,206,92
120,229,13
120,244,221
121,175,116
121,178,84
121,225,52
121,88,204
121,92,186
122,117,174
122,177,91
122,223,247
122,228,100
122,67,200
122,83,188
123,163,244
123,175,228
123,199,13
123,200,36
123,216,182
123,229,51
123,250,62
123,31,13
123,32,33
123,73,57
124,128,216
124,14,10
124,141,142
124,147,44
124,163,140
124,218,105
124,224,69
124,226,157
124,236,72
124,243,45
124,70,74
125,1,229
125,106,31
125,124,66
125,15,41
125,151,84
125,239,74
125,26,92
125,49,180
126,122,10
126,132,183
126,168,220
126,19,82
126,191,249
126,198,94
126,73,112
127,137,198
127,162,212
127,182,161
127,214,142
127,240,251
127,72,72
128,149,74
128,155,31
128,171,30
128,21,84
128,238,130
129,12,20
129,129,245
129,142,136
129,146,84
129,147,34
129,166,101
129,184,24
129,206,76
129,239,190
129,27,179
129,43,71
129,82,175
13,110,135
13,112,188
13,135,79
13,141,118
13,201,236
13,244,137
13,252,125
13,34,185
130,104,148
130,110,62
130,141,250
130,179,205
130,241,105
130,253,55
130,33,44
130,69,122
130,82,111
131,107,143
131,109,120
131,120,202
131,121,189
131,24,7
131,250,87
131,74,142
131,74,223
132,140,224
132,169,159
132,169,203
132,194,190
133,1,166
133,108,161
133,134,48
133,146,104
133,177,48
133,178,240
133,236,68
133,241,164
133,3,249
133,68,162
133,89,169
133,93,7
134,114,244
134,14,143
134,147,193
134,147,81
134,157,88
134,168,155
134,175,134
134,175,144
134,198,160
134,200,69
134,228,156
134,48,113
134,5,232
134,82,153
134,95,133
135,112,152
135,194,187
135,31,215
135,45,1
135,50,228
135,72,20
135,81,81
135,94,68
136,153,1
