0,00 €
0,05 €
0,07 €
0,08 €
0,13 €
0,15 €
0,16 €
0,19 €
0,21 €
0,23 €
0,24 €
0,26 €
0,28 €
0,32 €
0,33 €
0,35 €
0,36 €
0,41 €
0,43 €
0,44 €
0,49 €
0,52 €
0,53 €
0,58 €
0,59 €
0,60 €
0,63 €
0,64 €
0,65 €
0,67 €
0,68 €
0,69 €
0,70 €
0,72 €
0,73 €
0,74 €
0,75 €
0,79 €
0,82 €
0,84 €
0,85 €
0,87 €
0,91 €
0,92 €
0,94 €
1,03 €
1,09 €
1,10 €
1,11 €
1,12 €
1,14 €
1,16 €
1,18 €
1,25 €
1,29 €
1,32 €
1,37 €
1,40 €
1,42 €
1,43 €
1,44 €
1,45 €
1,47 €
1,51 €
1,52 €
1,55 €
1,56 €
1,57 €
1,60 €
1,61 €
1,62 €
1,63 €
1,67 €
1,69 €
1,72 €
1,73 €
1,74 €
1,77 €
1,80 €
1,82 €
1,85 €
1.002,82 €
1.047,49 €
1.077,31 €
1.083,57 €
1.085,43 €
1.098,71 €
1.103,04 €
1.108,12 €
1.143,39 €
1.148,57 €
1.160,69 €
1.181,86 €
1.218,27 €
1.233,96 €
1.242,95 €
1.247,86 €
1.341,32 €
1.344,12 €
1.364,67 €
1.364,70 €
1.411,16 €
1.443,74 €
1.450,13 €
1.468,32 €
1.504,83 €
1.581,00 €
1.604,71 €
1.613,03 €
1.625,77 €
1.645,81 €
1.661,55 €
1.684,63 €
1.691,23 €
1.721,99 €
1.724,91 €
1.725,13 €
1.756,82 €
1.770,94 €
1.777,14 €
1.788,58 €
1.803,70 €
1.857,66 €
1.860,63 €
1.870,32 €
1.889,49 €
1.895,51 €
1.924,15 €
1.934,47 €
1.984,34 €
10,03 €
10,08 €
10,18 €
10,52 €
10,62 €
10.103,26 €
10.227,19 €
10.448,84 €
10.533,51 €
106,07 €
106,89 €
106,90 €
106,93 €
108,51 €
11,21 €
11,35 €
11,82 €
11.256,04 €
11.312,53 €
11.510,09 €
11.551,21 €
11.658,80 €
11.848,64 €
11.907,27 €
111,72 €
113,55 €
115,06 €
115,14 €
116,06 €
116,34 €
12,47 €
12,51 €
12,54 €
12.342,30 €
12.931,63 €
120,88 €
122,85 €
123,46 €
128,79 €
129,57 €
13,17 €
13,22 €
13,77 €
13,89 €
13.376,88 €
13.492,95 €
13.587,74 €
13.803,11 €
13.836,32 €
13.895,52 €
130,58 €
136,04 €
14,02 €
14,39 €
14,63 €
14,92 €
14.342,40 €
14.578,75 €
14.706,71 €
14.735,41 €
140,13 €
141,65 €
141,72 €
143,52 €
144,47 €
15,41 €
15,44 €
15,60 €
15,95 €
15.020,74 €
15.091,90 €
15.094,72 €
15.103,84 €
15.306,96 €
15.323,63 €
15.684,70 €
15.701,49 €
15.702,50 €
154,89 €
155,54 €
156,21 €
158,16 €
158,54 €
159,54 €
159,70 €
16,41 €
16,48 €
16,63 €
16,90 €
16,91 €
16,94 €
16.041,17 €
16.114,82 €
16.136,10 €
16.658,21 €
163,70 €
168,72 €
168,89 €
17,16 €
17,25 €
17,27 €
17,28 €
17.449,07 €
17.490,68 €
17.492,22 €
17.796,86 €
17.971,75 €
173,30 €
175,45 €
176,20 €
176,70 €
18,57 €
18,61 €
18,73 €
18,91 €
18.126,86 €
18.272,80 €
18.353,55 €
18.443,77 €
18.611,43 €
18.642,93 €
18.729,98 €
18.963,57 €
180,34 €
186,34 €
19,27 €
19,42 €
19,73 €
19.209,90 €
19.281,70 €
19.930,87 €
19.938,56 €
193,35 €
194,48 €
2,05 €
2,09 €
2,16 €
2,18 €
2,19 €
2,22 €
2,26 €
2,41 €
2,42 €
2,43 €
2,44 €
2,45 €
2,49 €
2,50 €
2,53 €
2,56 €
2,58 €
2,59 €
2,61 €
2,62 €
2,66 €
2,67 €
2,68 €
2,72 €
2,73 €
2,74 €
2,76 €
2,79 €
2,90 €
2,91 €
2,92 €
2,97 €
2,98 €
2,99 €
2.007,48 €
2.033,41 €
2.051,21 €
2.054,36 €
2.057,54 €
2.095,18 €
2.095,81 €
2.108,71 €
2.146,83 €
2.189,53 €
2.214,47 €
2.222,95 €
2.225,42 €
2.339,22 €
2.389,08 €
2.396,79 €
2.399,91 €
2.434,64 €
2.479,17 €
2.494,25 €
2.510,35 €
2.511,93 €
2.537,72 €
2.568,64 €
2.596,22 €
2.603,70 €
2.617,30 €
2.618,46 €
2.624,28 €
2.643,73 €
2.690,77 €
2.702,94 €
2.707,32 €
2.715,66 €
2.785,16 €
2.829,38 €
2.845,52 €
2.859,07 €
2.869,08 €
2.889,79 €
2.890,60 €
2.893,42 €
2.905,16 €
2.950,78 €
2.958,09 €
2.966,57 €
2.980,53 €
2.989,92 €
20,38 €
20,59 €
20,68 €
20,69 €
20,77 €
20,85 €
20.116,74 €
20.323,00 €
20.452,76 €
20.730,29 €
20.964,63 €
204,89 €
206,11 €
208,33 €
208,36 €
21,91 €
21.259,58 €
21.637,41 €
214,33 €
217,27 €
219,42 €
22,68 €
22,85 €
22,90 €
22,93 €
220,36 €
220,85 €
222,98 €
227,62 €
23,08 €
23,56 €
23,57 €
23,76 €
23.024,97 €
23.042,49 €
23.639,11 €
23.686,75 €
23.697,55 €
235,12 €
236,10 €
236,89 €
237,68 €
238,63 €
238,97 €
24,36 €
24,63 €
24,72 €
24,88 €
24.724,63 €
24.746,37 €
240,82 €
242,75 €
242,86 €
243,51 €
243,87 €
244,65 €
245,15 €
249,64 €
25,15 €
25,97 €
25,99 €
25.501,92 €
25.655,49 €
25.767,46 €
25.770,20 €
25.893,19 €
25.967,84 €
251,39 €
251,95 €
253,22 €
254,21 €
257,13 €
258,04 €
26,28 €
26,52 €
26,54 €
26,63 €
26,71 €
26,83 €
26.513,55 €
26.579,83 €
26.586,22 €
26.673,83 €
26.717,42 €
262,47 €
266,07 €
269,61 €
27,00 €
27,10 €
27,35 €
27,86 €
27.237,04 €
27.348,48 €
27.421,72 €
27.848,80 €
27.853,07 €
273,04 €
273,08 €
274,04 €
275,93 €
276,17 €
278,39 €
28,22 €
28,39 €
28,44 €
28.479,33 €
28.484,78 €
28.808,12 €
281,67 €
282,06 €
282,96 €
283,04 €
286,72 €
287,13 €
289,28 €
29,11 €
29,32 €
29,38 €
29,49 €
29,52 €
29,65 €
29,67 €
29,72 €
29.378,35 €
29.557,90 €
291,11 €
291,49 €
293,48 €
294,03 €
294,60 €
296,78 €
3,07 €
3,10 €
3,12 €
3,15 €
3,24 €
3,26 €
3,27 €
3,30 €
3,35 €
3,36 €
3,46 €
3,48 €
3,54 €
3,56 €
3,58 €
3,62 €
3,65 €
3,69 €
3,76 €
3,78 €
3,80 €
3,81 €
3,82 €
3,83 €
3,84 €
3,87 €
3,90 €
3,91 €
3,93 €
3,94 €
3,95 €
3,96 €
3,98 €
3,99 €
3.009,04 €
3.027,13 €
3.035,26 €
3.042,88 €
3.063,28 €
3.111,47 €
3.115,05 €
3.124,83 €
3.132,02 €
3.152,23 €
3.178,44 €
3.183,44 €
3.186,05 €
3.232,97 €
3.258,97 €
3.262,66 €
3.294,21 €
3.308,63 €
3.370,25 €
3.402,85 €
3.415,83 €
3.438,84 €
3.444,26 €
3.447,83 €
3.457,38 €
3.481,95 €
3.529,59 €
3.537,95 €
3.540,61 €
3.542,38 €
3.602,30 €
3.636,85 €
3.716,79 €
3.739,45 €
3.803,32 €
3.850,22 €
3.905,02 €
3.933,23 €
3.940,33 €
3.940,82 €
3.981,92 €
30,41 €
30,53 €
30,75 €
30,94 €
30.042,97 €
30.665,72 €
30.802,22 €
30.892,52 €
30.969,72 €
301,39 €
301,42 €
302,54 €
306,28 €
307,52 €
309,47 €
31,24 €
31,29 €
31,33 €
31.098,88 €
31.374,63 €
31.463,27 €
31.465,66 €
310,23 €
317,71 €
319,59 €
32,23 €
32,70 €
32.439,50 €
32.457,11 €
32.505,45 €
32.705,40 €
32.838,90 €
326,01 €
326,05 €
329,36 €
33,02 €
33,21 €
33,30 €
33,32 €
33,36 €
33,58 €
33,60 €
33,65 €
33,89 €
33,93 €
33,97 €
33,98 €
33.145,16 €
33.528,99 €
33.536,63 €
33.685,95 €
33.752,46 €
338,94 €
339,50 €
339,81 €
34.160,34 €
340,17 €
342,90 €
35,35 €
35,40 €
35,66 €
35.368,65 €
35.464,76 €
350,24 €
357,44 €
36,34 €
36,38 €
36,96 €
36.028,96 €
36.117,69 €
36.746,05 €
36.837,02 €
363,39 €
